distance,fraction_intensity,n,norm_intensity,fraction_mode,sample,type
19,135466,138180,0.0196410479085252,0.0994776871621005,R.sinicus200,brightfield
20,128832,130284,0.0111448834853091,0.0564464400256577,R.sinicus200,brightfield
21,129476,130284,0.00620183598906998,0.0314109666258477,R.sinicus200,brightfield
22,133781,134232,0.00335985458012988,0.017016941478323,R.sinicus200,brightfield
23,137899,138180,0.00203357938920246,0.0102996426280581,R.sinicus200,brightfield
24,169569,169764,0.00114865342475434,0.00581768277220031,R.sinicus200,brightfield
25,149957,150024,0.000446595211432865,0.00226190878093259,R.sinicus200,brightfield
26,161805,161868,0.000389206019719812,0.00197124485677206,R.sinicus200,brightfield
27,177624,177660,0.000202634245187405,0.00102629890955725,R.sinicus200,brightfield
28,169746,169764,0.000106029546900421,0.000537016871280133,R.sinicus200,brightfield
29,181599,181608,4.95572882251993e-05,0.000250997015924422,R.sinicus200,brightfield
30,193444,193452,4.13539275893049e-05,0.000209448757052695,R.sinicus200,brightfield
31,201334,201348,6.95313586427382e-05,0.000352161390534356,R.sinicus200,brightfield
32,205287,205296,4.38391395838345e-05,0.000222035821779318,R.sinicus200,brightfield
33,201338,201348,4.96652561733368e-05,0.000251543850381442,R.sinicus200,brightfield
34,209235,209244,4.30119860067579e-05,0.00021784646665129,R.sinicus200,brightfield
35,205282,205296,6.81942171303351e-05,0.000345389056100786,R.sinicus200,brightfield
36,240810,240828,7.47421396183334e-05,0.000378552876476177,R.sinicus200,brightfield
37,240819,240828,3.73710698091667e-05,0.000189276438238089,R.sinicus200,brightfield
38,240822,240828,2.49140465394815e-05,0.000126184292158913,R.sinicus200,brightfield
39,228981,228984,1.31013520595635e-05,6.6355532945679e-05,R.sinicus200,brightfield
40,209242,209244,9.55821911263754e-06,4.84103259226338e-05,R.sinicus200,brightfield
41,169763,169764,5.89053038335674e-06,2.9834270626674e-05,R.sinicus200,brightfield
42,142128,142128,0,0,R.sinicus200,brightfield
43,138180,138180,0,0,R.sinicus200,brightfield
44,114492,114492,0,0,R.sinicus200,brightfield
45,106596,106596,0,0,R.sinicus200,brightfield
46,86856,86856,0,0,R.sinicus200,brightfield
47,75012,75012,0,0,R.sinicus200,brightfield
48,82908,82908,0,0,R.sinicus200,brightfield
49,55272,55272,0,0,R.sinicus200,brightfield
50,51324,51324,0,0,R.sinicus200,brightfield
51,43428,43428,0,0,R.sinicus200,brightfield
52,23688,23688,0,0,R.sinicus200,brightfield
53,35532,35532,0,0,R.sinicus200,brightfield
54,11844,11844,0,0,R.sinicus200,brightfield
55,11844,11844,0,0,R.sinicus200,brightfield
0,9.92839638544762,3948,0.00251479138435857,1,R.sinicus200,mirfp670
1,19.7025308654342,7896,0.00249525466887464,0.992231277868439,R.sinicus200,mirfp670
2,48.405350996373,19740,0.00245214544054574,0.975089009687855,R.sinicus200,mirfp670
3,47.0893502152814,19740,0.0023854787343101,0.948579174060814,R.sinicus200,mirfp670
4,63.5407066347473,27636,0.0022992005585015,0.914270890540664,R.sinicus200,mirfp670
5,69.1465801458625,31584,0.0021892914179921,0.870565817748938,R.sinicus200,mirfp670
6,88.5506002152434,43428,0.00203902091312617,0.810811157461577,R.sinicus200,mirfp670
7,94.7302311837125,51324,0.00184572970118682,0.733949429231722,R.sinicus200,mirfp670
8,77.4499810376469,47376,0.00163479358826509,0.650071253795895,R.sinicus200,mirfp670
9,83.6736954080543,59220,0.00141292967592121,0.561847668442526,R.sinicus200,mirfp670
10,78.5398885382033,67116,0.00117021110522384,0.465331284536081,R.sinicus200,mirfp670
11,59.5085885576941,63168,0.000942068587856099,0.374611028857325,R.sinicus200,mirfp670
12,65.2285221302819,90804,0.000718344149269657,0.285647610270019,R.sinicus200,mirfp670
13,39.0251194591935,75012,0.000520251685852844,0.206876677361268,R.sinicus200,mirfp670
14,36.4328005338031,98700,0.000369126651811582,0.146782215855942,R.sinicus200,mirfp670
15,23.6044057179406,94752,0.000249117757070464,0.0990610030795874,R.sinicus200,mirfp670
16,16.520028895933,98700,0.000167376179290102,0.0665566855092409,R.sinicus200,mirfp670
17,12.0053704933311,106596,0.000112624962412577,0.0447850120344291,R.sinicus200,mirfp670
18,7.86440084316843,102648,7.66152369570613e-05,0.030465841991344,R.sinicus200,mirfp670
19,7.0849564662818,138180,5.12733859189593e-05,0.0203887233898876,R.sinicus200,mirfp670
20,4.53570447779664,130284,3.48139792898333e-05,0.0138436848107435,R.sinicus200,mirfp670
21,3.29559562383872,130284,2.52954746848325e-05,0.0100586771698697,R.sinicus200,mirfp670
22,2.65174699754628,134232,1.97549540910236e-05,0.00785550412407762,R.sinicus200,mirfp670
23,2.23879292015594,138180,1.62020040538134e-05,0.00644268314047289,R.sinicus200,mirfp670
24,2.35448980050626,169764,1.38691937071832e-05,0.00551504740848346,R.sinicus200,mirfp670
25,1.84096669864556,150024,1.22711479406332e-05,0.00487958882671421,R.sinicus200,mirfp670
26,1.81014396931828,161868,1.11828401494939e-05,0.00444682617375289,R.sinicus200,mirfp670
27,1.82069252405389,177660,1.02481848702797e-05,0.0040751630270491,R.sinicus200,mirfp670
28,1.53762415804071,169764,9.05742182112053e-06,0.00360165931753053,R.sinicus200,mirfp670
29,1.44860183065225,181608,7.9765309383521e-06,0.00317184597814527,R.sinicus200,mirfp670
30,1.36043645007842,193452,7.03242380579379e-06,0.00279642432749447,R.sinicus200,mirfp670
31,1.31740601440147,201348,6.54293071896155e-06,0.00260177872393595,R.sinicus200,mirfp670
32,1.13697695826756,205296,5.53823239745324e-06,0.00220226315069305,R.sinicus200,mirfp670
33,1.18679129191099,201348,5.89422935371095e-06,0.00234382437858334,R.sinicus200,mirfp670
34,1.1339633272706,209244,5.41933497386112e-06,0.00215498391141634,R.sinicus200,mirfp670
35,1.0014380751392,205296,4.87802039561996e-06,0.00193973163180061,R.sinicus200,mirfp670
36,1.06772967094797,240828,4.4335777855896e-06,0.00176300022863346,R.sinicus200,mirfp670
37,0.950133182184715,240828,3.9452770532692e-06,0.00156882876162529,R.sinicus200,mirfp670
38,0.789009450759997,240828,3.27623636271529e-06,0.00130278653851478,R.sinicus200,mirfp670
39,0.87953660161661,228984,3.84103955567468e-06,0.00152737900231609,R.sinicus200,mirfp670
40,0.638348517580869,209244,3.05073750062544e-06,0.00121311752521515,R.sinicus200,mirfp670
41,0.681700184566507,169764,4.01557564952821e-06,0.00159678280850817,R.sinicus200,mirfp670
42,0.374858895410318,142128,2.63747393483563e-06,0.00104878438475657,R.sinicus200,mirfp670
43,0.565875513215535,138180,4.09520562466012e-06,0.00162844745299009,R.sinicus200,mirfp670
44,0.506021973050997,114492,4.41971467920027e-06,0.00175748760183047,R.sinicus200,mirfp670
45,0.301668598889772,106596,2.83001800151762e-06,0.00112534901269334,R.sinicus200,mirfp670
46,0.364221424525402,86856,4.19339394544306e-06,0.00166749177348269,R.sinicus200,mirfp670
47,0.238960558445806,75012,3.18563107830488e-06,0.00126675759194929,R.sinicus200,mirfp670
48,0.186765532828174,82908,2.25268409355157e-06,0.000895773743922758,R.sinicus200,mirfp670
49,0.199434551532776,55272,3.60823837626241e-06,0.00143480624226122,R.sinicus200,mirfp670
50,0.0957581043881923,51324,1.86575684646934e-06,0.000741913169447742,R.sinicus200,mirfp670
51,0.206496254488111,43428,4.754910529799e-06,0.00189077732625198,R.sinicus200,mirfp670
52,0.100255805501797,23688,4.23234572364899e-06,0.0016829808428537,R.sinicus200,mirfp670
53,0.104074640311278,35532,2.92903974758748e-06,0.00116472474249969,R.sinicus200,mirfp670
54,0.0303355351464784,11844,2.5612576111515e-06,0.0010184771695505,R.sinicus200,mirfp670
55,0.0159391633538154,11844,1.34575847296652e-06,0.000535137221058109,R.sinicus200,mirfp670
0,3.46211281348077,3948,0.000876928270891785,0.874717956082802,R.sinicus200,af488
1,6.94636625581528,7896,0.000879732301901631,0.877514919477803,R.sinicus200,af488
2,17.5091389189777,19740,0.000886987787182252,0.884752117166275,R.sinicus200,af488
3,17.7079310239786,19740,0.000897058309218772,0.894797256255602,R.sinicus200,af488
4,25.1371794859387,27636,0.000909580962727555,0.907288346171995,R.sinicus200,af488
5,29.1880090431583,31584,0.000924139090778821,0.921809780177589,R.sinicus200,af488
6,40.8924057061002,43428,0.000941613836835688,0.93924048079622,R.sinicus200,af488
7,49.3296984501534,51324,0.000961142904881797,0.958720325445456,R.sinicus200,af488
8,46.302617463645,47376,0.000977343327077951,0.974879914161517,R.sinicus200,af488
9,58.6301311537421,59220,0.000990039364298246,0.987543950772395,R.sinicus200,af488
10,67.089678169482,67116,0.000999607815863311,0.997088284868683,R.sinicus200,af488
11,63.327618497463,63168,0.00100252688857433,1,R.sinicus200,af488
12,90.119571967142,90804,0.000992462578379169,0.989961057094969,R.sinicus200,af488
13,72.0089405304283,75012,0.000959965612574365,0.957546000526245,R.sinicus200,af488
14,87.6354324396172,98700,0.000887896985203821,0.885659023536499,R.sinicus200,af488
15,73.3625902255264,94752,0.000774259015382539,0.772307480434364,R.sinicus200,af488
16,63.0286419081676,98700,0.00063858806391254,0.636978490243452,R.sinicus200,af488
17,53.1669670762786,106596,0.000498770751963287,0.497513590555741,R.sinicus200,af488
18,37.7202256005957,102648,0.000367471607830603,0.36654538847649,R.sinicus200,af488
19,34.2951435293702,138180,0.000248191804381026,0.24756623209775,R.sinicus200,af488
20,19.8726591059918,130284,0.000152533381735223,0.152148918371793,R.sinicus200,af488
21,11.9783394138906,130284,9.19402183989634e-05,0.0917084812854346,R.sinicus200,af488
22,7.40530353113506,134232,5.51679445373314e-05,0.0550288926572181,R.sinicus200,af488
23,4.43339829517136,138180,3.20842256127613e-05,0.0320033566963852,R.sinicus200,af488
24,3.02519720070736,169764,1.78200160264094e-05,0.0177751003284819,R.sinicus200,af488
25,1.43786745009739,150024,9.58424952072595e-06,0.00956009223289316,R.sinicus200,af488
26,0.869815850402157,161868,5.37361214324114e-06,0.0053600678490358,R.sinicus200,af488
27,0.514080868536176,177660,2.89362191003139e-06,0.0028863284795746,R.sinicus200,af488
28,0.253245460131826,169764,1.49175007735342e-06,0.00148799009219075,R.sinicus200,af488
29,0.145234430280169,181608,7.99713835735041e-07,0.000797698141415737,R.sinicus200,af488
30,0.0777360564901716,193452,4.01836406396272e-07,0.000400823569897178,R.sinicus200,af488
31,0.0434775669073393,201348,2.15932449824877e-07,0.000215388187873894,R.sinicus200,af488
32,0.0246048166564778,205296,1.19850443537515e-07,0.000119548358157209,R.sinicus200,af488
33,0.0151849591784326,201348,7.54164887579348e-08,7.52264000272184e-05,R.sinicus200,af488
34,0.0121439725630588,209244,5.80373753276498e-08,5.78910909912688e-05,R.sinicus200,af488
35,0.008388668350548,205296,4.08613336380056e-08,4.07583418496772e-05,R.sinicus200,af488
36,0.0102498297818611,240828,4.25607893677693e-08,4.24535140681306e-05,R.sinicus200,af488
37,0.00474683005266547,240828,1.97104574744858e-08,1.96607768820203e-05,R.sinicus200,af488
38,0.00363210715035115,240828,1.50817477633462e-08,1.50437339239786e-05,R.sinicus200,af488
39,0.00148891721616052,228984,6.50227621213937e-09,6.48588709813672e-06,R.sinicus200,af488
40,0.000924615969094201,209244,4.41884101381259e-09,4.4077032388593e-06,R.sinicus200,af488
41,0.000705406749638449,169764,4.15521989136949e-09,4.14474657859656e-06,R.sinicus200,af488
42,0.000329857535836809,142128,2.32084836089165e-09,2.31499861733593e-06,R.sinicus200,af488
43,0.000697528550775708,138180,5.04797040654008e-09,5.03524689868289e-06,R.sinicus200,af488
44,6.72083878953873e-05,114492,5.87013834114063e-10,5.85534254297004e-07,R.sinicus200,af488
45,3.44488576334432e-05,106596,3.2317214185751e-10,3.22357580171328e-07,R.sinicus200,af488
46,3.92103273313474e-05,86856,4.51440629678404e-10,4.50302764767127e-07,R.sinicus200,af488
47,0,75012,0,0,R.sinicus200,af488
48,0,82908,0,0,R.sinicus200,af488
49,0,55272,0,0,R.sinicus200,af488
50,6.13387802170166e-06,51324,1.19512859903781e-10,1.19211625409607e-07,R.sinicus200,af488
51,0,43428,0,0,R.sinicus200,af488
52,0,23688,0,0,R.sinicus200,af488
53,0,35532,0,0,R.sinicus200,af488
54,0,11844,0,0,R.sinicus200,af488
55,0,11844,0,0,R.sinicus200,af488
0,1895,4208,0.450332699619772,0.97978848413631,R.sinicus215,brightfield
1,3796,8416,0.451045627376426,0.981339600470035,R.sinicus215,brightfield
2,9621,21040,0.457271863117871,0.994886016451234,R.sinicus215,brightfield
3,9582,21040,0.45541825095057,0.990853113983549,R.sinicus215,brightfield
4,13515,29456,0.458819934818034,0.998254154775894,R.sinicus215,brightfield
5,15433,33664,0.458442252851711,0.997432432432432,R.sinicus215,brightfield
6,21275,46288,0.459622364327688,1,R.sinicus215,brightfield
7,25129,54704,0.459363117870722,0.999435957696827,R.sinicus215,brightfield
8,22859,50496,0.452689321926489,0.984915785350568,R.sinicus215,brightfield
9,28383,63120,0.449667300380228,0.978340775558167,R.sinicus215,brightfield
10,32231,71536,0.450556363229703,0.980275108868459,R.sinicus215,brightfield
11,30715,67328,0.45619950095057,0.992552878965922,R.sinicus215,brightfield
12,42972,96784,0.443999008100512,0.96600827670771,R.sinicus215,brightfield
13,34360,79952,0.429757854712828,0.935023810996351,R.sinicus215,brightfield
14,43753,105200,0.415903041825095,0.904879905992949,R.sinicus215,brightfield
15,39568,100992,0.391793409378961,0.852424598511555,R.sinicus215,brightfield
16,38681,105200,0.367690114068441,0.799983078730905,R.sinicus215,brightfield
17,40481,113616,0.356296648359386,0.775194324759542,R.sinicus215,brightfield
18,38775,109408,0.354407355952033,0.771083792822923,R.sinicus215,brightfield
19,53051,147280,0.36020505160239,0.783697834480443,R.sinicus215,brightfield
20,50660,138864,0.364817375273649,0.793732863298081,R.sinicus215,brightfield
21,50760,138864,0.365537504320774,0.79529964747356,R.sinicus215,brightfield
22,51438,143072,0.359525273987922,0.782218842883804,R.sinicus215,brightfield
23,52660,147280,0.357550244432374,0.777921772704381,R.sinicus215,brightfield
24,65349,180944,0.361155937748696,0.785766676686798,R.sinicus215,brightfield
25,56920,159904,0.355963578146888,0.774469664172181,R.sinicus215,brightfield
26,59039,172528,0.342199527033293,0.744523229486114,R.sinicus215,brightfield
27,62575,189360,0.330455217574989,0.718971145058101,R.sinicus215,brightfield
28,54849,180944,0.303126934300115,0.659513021616156,R.sinicus215,brightfield
29,56059,193568,0.28960881963961,0.630101670668778,R.sinicus215,brightfield
30,53989,206192,0.261838480639404,0.569681766948848,R.sinicus215,brightfield
31,60610,214608,0.282421904122866,0.61446510449068,R.sinicus215,brightfield
32,53832,218816,0.246014916642293,0.535254451776191,R.sinicus215,brightfield
33,59859,214608,0.278922500559159,0.606851455035598,R.sinicus215,brightfield
34,53785,223024,0.241162386110912,0.52469680509057,R.sinicus215,brightfield
35,57335,218816,0.262023800818953,0.570084967911055,R.sinicus215,brightfield
36,66219,256688,0.257974661846288,0.561275259578895,R.sinicus215,brightfield
37,59730,256688,0.232694944835754,0.506274200073202,R.sinicus215,brightfield
38,53196,256688,0.207239917721124,0.450891718518233,R.sinicus215,brightfield
39,55600,244064,0.227809099252655,0.495644069856963,R.sinicus215,brightfield
40,49744,223024,0.223043259918215,0.485275037137219,R.sinicus215,brightfield
41,44513,180944,0.246004288619683,0.535231328396141,R.sinicus215,brightfield
42,26653,151488,0.175941328686101,0.382795404099752,R.sinicus215,brightfield
43,36480,147280,0.247691472026073,0.53890213194561,R.sinicus215,brightfield
44,30670,122032,0.251327520650321,0.546813079946513,R.sinicus215,brightfield
45,21068,113616,0.185431629347979,0.403443443443443,R.sinicus215,brightfield
46,25261,92576,0.272867697891462,0.593678025851939,R.sinicus215,brightfield
47,20622,79952,0.257929757854713,0.561177562001361,R.sinicus215,brightfield
48,18855,88368,0.213369092884302,0.464226959879134,R.sinicus215,brightfield
49,10952,58912,0.185904399782727,0.404472049689441,R.sinicus215,brightfield
50,10701,54704,0.195616408306522,0.425602458645937,R.sinicus215,brightfield
51,16991,46288,0.367071379191151,0.798636897767332,R.sinicus215,brightfield
52,6221,25248,0.246395754119138,0.5360830395613,R.sinicus215,brightfield
53,9198,37872,0.24287072243346,0.528413631022327,R.sinicus215,brightfield
54,3140,12624,0.24873257287706,0.541167254210732,R.sinicus215,brightfield
55,2634,12624,0.208650190114068,0.453960047003525,R.sinicus215,brightfield
0,11.7268106079332,4208,0.00278678959314002,1,R.sinicus215,mirfp670
1,23.2175408080741,8416,0.00275873821388713,0.989934159607188,R.sinicus215,mirfp670
2,56.7705220289311,21040,0.00269821872761079,0.968217598577497,R.sinicus215,mirfp670
3,54.8558498541721,21040,0.00260721719839221,0.935562987894798,R.sinicus215,mirfp670
4,73.4403649588342,29456,0.00249322260180724,0.894657640442097,R.sinicus215,mirfp670
5,79.1870002459766,33664,0.00235227543506347,0.844080744686949,R.sinicus215,mirfp670
6,100.288589149226,46288,0.00216662178424701,0.777461559918401,R.sinicus215,mirfp670
7,105.939639825011,54704,0.00193659768618403,0.694920668195104,R.sinicus215,mirfp670
8,85.7290964209593,50496,0.00169774034420467,0.609210091922204,R.sinicus215,mirfp670
9,91.7199338301048,63120,0.0014531041481322,0.52142585565454,R.sinicus215,mirfp670
10,85.4166906387827,71536,0.00119403783603756,0.4284635765028,R.sinicus215,mirfp670
11,63.9688626757709,67328,0.000950107870065514,0.34093276091037,R.sinicus215,mirfp670
12,69.2246779235656,96784,0.000715249193291924,0.256657049047616,R.sinicus215,mirfp670
13,40.6591150155267,79952,0.000508544064132563,0.182483839248,R.sinicus215,mirfp670
14,37.1164958944828,105200,0.00035281840203881,0.126603889618115,R.sinicus215,mirfp670
15,23.4788215917725,100992,0.000232481994531968,0.0834228730809986,R.sinicus215,mirfp670
16,16.0067678959097,105200,0.000152155588364161,0.0545988792044824,R.sinicus215,mirfp670
17,11.218224892279,113616,9.87380729147211e-05,0.0354307598814691,R.sinicus215,mirfp670
18,6.85230211806067,109408,6.26307227813384e-05,0.0224741483661022,R.sinicus215,mirfp670
19,5.6160142538644,147280,3.81315470794704e-05,0.0136829659380583,R.sinicus215,mirfp670
20,3.13893020732974,138864,2.26043481919702e-05,0.00811125039637479,R.sinicus215,mirfp670
21,1.93419939515939,138864,1.39287316738636e-05,0.00499812820750825,R.sinicus215,mirfp670
22,1.27203948170906,143072,8.89090445166811e-06,0.00319037521654093,R.sinicus215,mirfp670
23,0.886310244439262,147280,6.01785880254795e-06,0.00215942345176024,R.sinicus215,mirfp670
24,0.707230521832775,180944,3.90856022765483e-06,0.00140253151413948,R.sinicus215,mirfp670
25,0.426268751119541,159904,2.66577916199433e-06,0.000956577119620521,R.sinicus215,mirfp670
26,0.320442147397617,172528,1.85733415676074e-06,0.000666478072593914,R.sinicus215,mirfp670
27,0.245307886322214,189360,1.29545778581651e-06,0.000464856689936482,R.sinicus215,mirfp670
28,0.168966180374451,180944,9.33803720346906e-07,0.000335082247560262,R.sinicus215,mirfp670
29,0.132572253960525,193568,6.84887243555366e-07,0.000245762093141617,R.sinicus215,mirfp670
30,0.0993188989856394,206192,4.81681631613445e-07,0.000172844635561707,R.sinicus215,mirfp670
31,0.0746947416765792,214608,3.48051990962961e-07,0.000124893530469515,R.sinicus215,mirfp670
32,0.053621773956718,218816,2.45054173171605e-07,8.79342214334488e-05,R.sinicus215,mirfp670
33,0.0366790102025302,214608,1.70911663137116e-07,6.1329231154671e-05,R.sinicus215,mirfp670
34,0.0237803604424689,223024,1.06626912092281e-07,3.82615581580879e-05,R.sinicus215,mirfp670
35,0.0142506864660904,218816,6.51263457246746e-08,2.33696673351264e-05,R.sinicus215,mirfp670
36,0.0124924552872756,256688,4.86678585959439e-08,1.74637721899583e-05,R.sinicus215,mirfp670
37,0.00727214797901692,256688,2.83306893154994e-08,1.01660668552941e-05,R.sinicus215,mirfp670
38,0.00545066154845321,256688,2.12345787432728e-08,7.61972801805488e-06,R.sinicus215,mirfp670
39,0.00324917537571733,244064,1.33128006412963e-08,4.77711007464185e-06,R.sinicus215,mirfp670
40,0.00194514685858782,223024,8.7216929953181e-09,3.1296560805263e-06,R.sinicus215,mirfp670
41,0.000972573429293912,180944,5.37499684595185e-09,1.92874153799877e-06,R.sinicus215,mirfp670
42,0,151488,0,0,R.sinicus215,mirfp670
43,0,147280,0,0,R.sinicus215,mirfp670
44,0.00042519822373098,122032,3.48431742273322e-09,1.25029798852064e-06,R.sinicus215,mirfp670
45,0,113616,0,0,R.sinicus215,mirfp670
46,0.000259470679813181,92576,2.80278560116208e-09,1.00573994106388e-06,R.sinicus215,mirfp670
47,0,79952,0,0,R.sinicus215,mirfp670
48,0,88368,0,0,R.sinicus215,mirfp670
49,0,58912,0,0,R.sinicus215,mirfp670
50,0,54704,0,0,R.sinicus215,mirfp670
51,0,46288,0,0,R.sinicus215,mirfp670
52,0,25248,0,0,R.sinicus215,mirfp670
53,0,37872,0,0,R.sinicus215,mirfp670
54,0,12624,0,0,R.sinicus215,mirfp670
55,0,12624,0,0,R.sinicus215,mirfp670
0,3.58665093403371,4208,0.000852341001433866,0.840471459145972,R.sinicus215,af488
1,7.22008189906532,8416,0.000857899465193123,0.845952516772548,R.sinicus215,af488
2,18.2690388033433,21040,0.000868300323352817,0.856208534515614,R.sinicus215,af488
3,18.5882752960427,21040,0.000883473160458301,0.87117007751305,R.sinicus215,af488
4,26.5292792938398,29456,0.000900640932028782,0.888098773889094,R.sinicus215,af488
5,31.0800074779283,33664,0.000923241667001197,0.910384775229029,R.sinicus215,af488
6,44.1173559817221,46288,0.000953105685744082,0.9398329132003,R.sinicus215,af488
7,53.8823193060283,54704,0.000984979513491303,0.971262871949448,R.sinicus215,af488
8,50.8979192165797,50496,0.00100795942681756,0.993922771275984,R.sinicus215,af488
9,64.0114110063573,63120,0.00101412248108931,1,R.sinicus215,af488
10,71.2648485121005,71536,0.000996209579961146,0.982336550601932,R.sinicus215,af488
11,63.798662458867,67328,0.000947579943840111,0.934384121750537,R.sinicus215,af488
12,82.9505667579061,96784,0.000857069006839003,0.845133623227039,R.sinicus215,af488
13,58.3028382648571,79952,0.000729223012117984,0.719067988054753,R.sinicus215,af488
14,61.9784264864018,105200,0.000589148540745264,0.580944167722656,R.sinicus215,af488
15,45.6835244067475,100992,0.000452347952379867,0.446048638911921,R.sinicus215,af488
16,35.940114786185,105200,0.000341636072112025,0.336878511701131,R.sinicus215,af488
17,29.0845095235834,113616,0.000255989557136173,0.252424694166334,R.sinicus215,af488
18,21.0876808159517,109408,0.000192743499707075,0.190059389571999,R.sinicus215,af488
19,21.4895606427535,147280,0.000145909564385887,0.143877654925034,R.sinicus215,af488
20,15.5872871377928,138864,0.000112248582338063,0.11068542945374,R.sinicus215,af488
21,12.6842520695419,138864,9.13429835633559e-05,0.0900709581600446,R.sinicus215,af488
22,11.1187485170642,143072,7.77143572261812e-05,0.0766321215389142,R.sinicus215,af488
23,10.0209592547093,147280,6.80401904855328e-05,0.067092675445325,R.sinicus215,af488
24,11.0373557531091,180944,6.09987385771792e-05,0.0601492814868457,R.sinicus215,af488
25,8.83558062275244,159904,5.52555322115296e-05,0.0544860539450594,R.sinicus215,af488
26,8.86481417113462,172528,5.13818868307441e-05,0.0506663522295184,R.sinicus215,af488
27,9.10302212479976,189360,4.80725714237419e-05,0.0474031217334864,R.sinicus215,af488
28,8.1643873782959,180944,4.51210726981602e-05,0.0444927250303078,R.sinicus215,af488
29,8.34578994151801,193568,4.31155456558832e-05,0.0425151265846814,R.sinicus215,af488
30,8.44069072791009,206192,4.09360728248918e-05,0.040366004687048,R.sinicus215,af488
31,8.58770834435667,214608,4.00157885277188e-05,0.0394585360978648,R.sinicus215,af488
32,8.46341234961125,218816,3.86782152567054e-05,0.0381395896234936,R.sinicus215,af488
33,8.19874207337001,214608,3.82033385212574e-05,0.0376713259331571,R.sinicus215,af488
34,8.39542164640325,223024,3.76435793744317e-05,0.0371193618881194,R.sinicus215,af488
35,8.09427698875839,218816,3.69912483034074e-05,0.0364761150582853,R.sinicus215,af488
36,9.42170877128965,256688,3.67049054544414e-05,0.0361937597665867,R.sinicus215,af488
37,9.29174590244518,256688,3.61985986974272e-05,0.0356945037433198,R.sinicus215,af488
38,9.24346328857246,256688,3.60105002515601e-05,0.0355090247214319,R.sinicus215,af488
39,8.75536069134921,244064,3.58732164159778e-05,0.0353736526750151,R.sinicus215,af488
40,7.95430536672188,223024,3.56656923323135e-05,0.0351690185331495,R.sinicus215,af488
41,6.4789477567326,180944,3.58063696874867e-05,0.0353077368416344,R.sinicus215,af488
42,5.39179406458454,151488,3.55922189518942e-05,0.035096568329363,R.sinicus215,af488
43,5.26473915165224,147280,3.5746463550056e-05,0.0352486649459336,R.sinicus215,af488
44,4.38337333136993,122032,3.59198679966724e-05,0.0354196545944721,R.sinicus215,af488
45,4.03173036197625,113616,3.54855862024385e-05,0.0349914205277473,R.sinicus215,af488
46,3.31452606001023,92576,3.58032973990044e-05,0.0353047073372702,R.sinicus215,af488
47,2.83540808376504,79952,3.54638793746879e-05,0.0349700159852434,R.sinicus215,af488
48,3.12193598865125,88368,3.53288066794682e-05,0.0348368242872598,R.sinicus215,af488
49,2.10094407858625,58912,3.56624130667139e-05,0.0351657849339928,R.sinicus215,af488
50,1.93121443803389,54704,3.53029840237257e-05,0.0348113612330192,R.sinicus215,af488
51,1.64223968790031,46288,3.54787350479673e-05,0.0349846647811793,R.sinicus215,af488
52,0.90078797076074,25248,3.56775970675198e-05,0.0351807574852271,R.sinicus215,af488
53,1.339527368904,37872,3.53698608181241e-05,0.034877306713615,R.sinicus215,af488
54,0.445721124305073,12624,3.53074401382346e-05,0.0348157552925061,R.sinicus215,af488
55,0.445005540926276,12624,3.52507557767962e-05,0.0347598603069444,R.sinicus215,af488
0,1815,4712,0.38518675721562,0.989640130861505,R.affinis,brightfield
1,3668,9424,0.389219015280136,1,R.affinis,brightfield
2,8948,23560,0.379796264855688,0.975790621592148,R.affinis,brightfield
3,8806,23560,0.373769100169779,0.96030534351145,R.affinis,brightfield
4,12358,32984,0.374666504972108,0.962610998597912,R.affinis,brightfield
5,14256,37696,0.378183361629881,0.97164667393675,R.affinis,brightfield
6,19551,51832,0.377199413489736,0.96911866759195,R.affinis,brightfield
7,22704,61256,0.370641243306778,0.952269104940861,R.affinis,brightfield
8,20822,56544,0.368244199207697,0.946110505270811,R.affinis,brightfield
9,25583,70680,0.361955291454443,0.929952744456561,R.affinis,brightfield
10,28588,80104,0.356886048137421,0.91692860350247,R.affinis,brightfield
11,26326,75392,0.34918824278438,0.897151035986914,R.affinis,brightfield
12,36000,108376,0.332176865726729,0.853444597221564,R.affinis,brightfield
13,27936,89528,0.31203645786793,0.80169890374792,R.affinis,brightfield
14,33714,117800,0.286196943972835,0.735310796074155,R.affinis,brightfield
15,27891,113088,0.246630942275042,0.633655943293348,R.affinis,brightfield
16,24410,117800,0.207215619694397,0.532388222464558,R.affinis,brightfield
17,20884,127224,0.164151417971452,0.421745627852498,R.affinis,brightfield
18,15049,122512,0.122836946584824,0.315598523613791,R.affinis,brightfield
19,13803,164920,0.0836951249090468,0.215033494313756,R.affinis,brightfield
20,7947,155496,0.0511074239851829,0.131307623674036,R.affinis,brightfield
21,5172,155496,0.0332613057570613,0.0854565282046198,R.affinis,brightfield
22,3140,160208,0.0195995206231899,0.0503560202707037,R.affinis,brightfield
23,1821,164920,0.0110417171962163,0.0283689048138339,R.affinis,brightfield
24,1234,202616,0.0060903383740672,0.0156475869239938,R.affinis,brightfield
25,654,179056,0.00365248860691627,0.00938414739137921,R.affinis,brightfield
26,440,193192,0.00227752701975237,0.00585153070723728,R.affinis,brightfield
27,328,212040,0.00154687794755706,0.00397431237125894,R.affinis,brightfield
28,221,202616,0.00109073320961819,0.0028023636225305,R.affinis,brightfield
